"reserved_room_type" "stays_in_week_nights" "stays_in_weekend_nights" "children" "babies"
"49976" "F" 3 1 1 0
"49977" "D" 3 1 0 0
"49978" "D" 3 2 0 0
"49979" "A" 1 0 0 0
"49980" "A" 1 0 0 0
"49981" "F" 1 0 2 0
"49982" "D" 2 0 0 0
"49983" "A" 2 0 0 0
"49984" "A" 2 0 0 0
"49985" "D" 2 0 0 0
"49986" "D" 2 0 0 0
"49987" "D" 2 0 0 0
"49988" "D" 2 0 0 0
"49989" "A" 2 0 0 0
"49990" "A" 2 1 0 0
"49991" "A" 2 1 0 0
"49992" "A" 2 1 0 0
"49993" "A" 2 1 0 0
"49994" "D" 2 1 0 0
"49995" "D" 2 1 0 0
"49996" "A" 2 1 0 0
"49997" "D" 2 1 0 0
"49998" "A" 2 1 0 0
"49999" "A" 2 1 0 0
"50000" "A" 2 1 0 0
"50001" "A" 2 1 0 0
"50002" "A" 2 1 1 0
"50003" "A" 2 1 0 0
"50004" "A" 2 1 0 0
"50005" "A" 2 1 0 0
"50006" "A" 2 1 0 0
"50007" "A" 2 1 0 0
"50008" "D" 2 1 0 0
"50009" "D" 2 1 0 0
"50010" "A" 2 1 0 0
"50011" "A" 2 1 0 0
"50012" "A" 2 1 0 0
"50013" "D" 2 1 0 0
"50014" "A" 2 1 0 0
"50015" "A" 2 1 0 0
"50016" "A" 2 1 0 0
"50017" "A" 2 1 0 0
"50018" "A" 2 1 0 0
"50019" "A" 2 1 0 0
"50020" "D" 2 1 0 0
"50021" "A" 2 1 1 0
"50022" "A" 2 1 0 0
"50023" "A" 2 1 0 0
"50024" "A" 2 1 0 0
"50025" "D" 2 1 0 0
"50026" "A" 2 1 0 0
"50027" "A" 2 2 0 0
"50028" "A" 2 2 0 0
"50029" "A" 2 2 0 0
"50030" "D" 2 2 0 0
"50031" "A" 2 2 0 0
"50032" "A" 2 2 0 0
"50033" "D" 2 2 0 0
"50034" "A" 2 2 0 0
"50035" "A" 2 2 0 0
"50036" "A" 2 2 0 0
"50037" "A" 2 2 0 0
"50038" "A" 2 2 0 0
"50039" "A" 2 2 0 0
"50040" "A" 2 2 0 0
"50041" "A" 2 2 0 0
"50042" "A" 2 2 0 0
"50043" "A" 2 2 0 0
"50044" "A" 3 2 0 0
"50045" "A" 3 2 0 0
"50046" "A" 3 2 0 0
"50047" "A" 3 2 0 0
"50048" "A" 3 2 0 0
"50049" "A" 3 2 0 0
"50050" "A" 3 2 0 0
"50051" "A" 3 2 0 0
"50052" "A" 3 2 0 0
"50053" "A" 3 2 0 0
"50054" "A" 3 2 0 0
"50055" "A" 3 2 0 0
"50056" "A" 3 2 0 0
"50057" "A" 3 2 0 0
"50058" "A" 3 2 0 0
"50059" "A" 3 2 0 0
"50060" "A" 3 2 0 0
"50061" "A" 3 2 0 0
"50062" "A" 3 2 0 0
"50063" "A" 3 2 0 0
"50064" "A" 3 2 0 0
"50065" "A" 3 2 0 0
"50066" "A" 3 2 0 0
"50067" "A" 3 2 0 0
"50068" "A" 3 2 0 0
"50069" "A" 3 2 0 0
"50070" "A" 2 2 0 0
"50071" "A" 2 2 0 0
"50072" "A" 3 2 0 0
"50073" "A" 3 2 0 0
"50074" "A" 3 2 0 0
"50075" "A" 3 2 0 0
"50076" "A" 3 2 0 0
"50077" "A" 3 2 0 0
"50078" "A" 3 2 0 0
"50079" "A" 3 2 0 0
"50080" "A" 3 2 0 0
"50081" "A" 3 2 0 0
"50082" "A" 3 2 0 0
"50083" "D" 5 2 0 0
"50084" "E" 1 0 1 0
"50085" "D" 1 0 0 0
"50086" "A" 1 1 0 1
"50087" "A" 1 1 0 0
"50088" "A" 1 1 0 0
"50089" "A" 1 1 0 0
"50090" "D" 1 1 0 0
"50091" "A" 1 1 0 0
"50092" "A" 1 1 0 0
"50093" "D" 1 0 0 0
"50094" "A" 1 1 0 0
"50095" "A" 1 1 0 0
"50096" "A" 1 1 0 0
"50097" "A" 1 1 0 0
"50098" "A" 1 1 0 0
"50099" "A" 1 1 0 0
"50100" "A" 1 1 0 0
"50101" "A" 1 1 0 0
"50102" "A" 1 1 0 0
"50103" "A" 1 1 0 0
"50104" "D" 1 2 0 0
"50105" "D" 1 2 0 0
"50106" "A" 2 2 1 0
"50107" "A" 2 2 0 0
"50108" "A" 2 2 0 0
"50109" "A" 2 2 0 0
"50110" "A" 2 2 0 0
"50111" "A" 2 2 0 0
"50112" "D" 3 2 0 0
"50113" "A" 3 2 1 0
"50114" "A" 3 2 0 0
"50115" "A" 3 2 0 0
"50116" "D" 4 2 1 0
"50117" "D" 4 2 1 0
"50118" "F" 4 2 2 0
"50119" "F" 4 2 2 0
"50120" "A" 5 2 0 0
"50121" "A" 0 1 0 0
"50122" "A" 0 1 0 0
"50123" "A" 0 1 0 0
"50124" "A" 0 1 0 0
"50125" "A" 0 1 0 0
"50126" "A" 0 1 0 0
"50127" "A" 0 1 1 0
"50128" "A" 0 1 0 0
"50129" "A" 0 1 0 0
"50130" "A" 0 2 0 0
"50131" "A" 0 2 0 0
"50132" "A" 0 2 0 0
"50133" "A" 0 2 0 0
"50134" "A" 0 2 0 0
"50135" "A" 0 2 0 0
"50136" "D" 0 2 0 0
"50137" "A" 0 2 0 0
"50138" "A" 0 2 0 0
"50139" "A" 0 2 0 0
"50140" "A" 0 2 0 0
"50141" "A" 0 2 0 0
"50142" "A" 0 2 0 0
"50143" "A" 0 2 0 0
"50144" "A" 0 2 0 0
"50145" "A" 0 2 0 0
"50146" "A" 0 2 0 0
"50147" "A" 0 2 0 0
"50148" "A" 0 2 0 0
"50149" "A" 0 2 0 0
"50150" "A" 0 2 0 0
"50151" "A" 0 2 0 0
"50152" "A" 0 2 0 0
"50153" "A" 0 2 0 0
"50154" "A" 0 2 0 0
"50155" "A" 0 2 0 0
"50156" "A" 0 2 0 0
"50157" "A" 0 2 0 0
"50158" "A" 1 2 1 0
"50159" "A" 1 2 0 0
"50160" "F" 1 2 2 0
"50161" "A" 2 2 1 0
"50162" "F" 2 2 2 0
"50163" "A" 2 2 2 0
"50164" "B" 2 2 0 0
"50165" "A" 2 2 0 0
"50166" "F" 2 2 2 0
"50167" "B" 2 2 0 0
"50168" "A" 2 2 0 0
"50169" "E" 2 2 0 0
"50170" "A" 2 2 1 0
"50171" "A" 2 2 0 0
"50172" "D" 3 2 0 0
"50173" "D" 3 2 0 0
"50174" "D" 3 2 0 0
"50175" "D" 3 2 0 0
"50176" "F" 4 2 2 0
"50177" "F" 4 2 0 0
"50178" "A" 0 1 0 0
"50179" "A" 0 1 0 0
"50180" "A" 0 1 1 0
"50181" "A" 0 1 0 0
"50182" "A" 2 1 0 0
"50183" "A" 2 1 0 0
"50184" "A" 2 1 0 0
"50185" "D" 2 1 0 0
"50186" "D" 2 1 0 0
"50187" "A" 2 1 0 0
"50188" "A" 3 1 0 0
"50189" "A" 3 1 0 0
"50190" "A" 3 1 0 0
"50191" "F" 3 1 2 0
"50192" "A" 3 1 0 0
"50193" "F" 3 1 2 0
"50194" "A" 4 1 0 0
"50195" "A" 4 1 1 0
"50196" "A" 4 1 0 0
"50197" "A" 4 1 1 0
"50198" "F" 4 1 2 0
"50199" "A" 5 1 0 0
"50200" "A" 5 3 0 0
"50201" "A" 5 3 0 0
"50202" "E" 6 3 0 0
"50203" "A" 1 0 0 0
"50204" "A" 1 0 0 0
"50205" "A" 1 0 0 0
"50206" "A" 1 0 0 0
"50207" "A" 1 0 0 0
"50208" "A" 1 0 0 0
"50209" "A" 1 0 0 0
"50210" "D" 3 0 0 0
"50211" "A" 3 0 0 0
"50212" "A" 3 0 0 0
"50213" "A" 3 0 0 0
"50214" "A" 3 0 0 0
"50215" "A" 4 0 0 0
"50216" "A" 4 0 0 0
"50217" "A" 4 0 0 0
"50218" "A" 4 0 0 0
"50219" "A" 4 0 0 0
"50220" "A" 4 0 0 0
"50221" "F" 5 0 2 0
"50222" "F" 5 1 2 0
"50223" "A" 6 2 0 0
"50224" "A" 10 4 0 0
"50225" "D" 0 0 0 0
"50226" "D" 1 0 0 0
"50227" "D" 1 0 0 0
"50228" "D" 1 0 0 0
"50229" "D" 1 0 0 0
"50230" "A" 2 0 0 0
"50231" "A" 2 0 0 0
"50232" "A" 2 0 0 0
"50233" "A" 2 0 0 0
"50234" "A" 2 0 0 0
"50235" "A" 3 0 0 0
"50236" "A" 3 0 0 0
"50237" "A" 3 0 0 0
"50238" "F" 3 0 2 0
"50239" "A" 3 0 0 0
"50240" "A" 3 0 0 0
"50241" "A" 3 0 0 0
"50242" "D" 3 0 0 0
"50243" "A" 4 0 0 0
"50244" "A" 4 0 0 0
"50245" "A" 4 0 0 0
"50246" "A" 4 0 0 1
"50247" "A" 4 0 0 0
"50248" "D" 4 0 0 0
"50249" "A" 4 0 0 0
"50250" "D" 4 0 0 0
"50251" "D" 4 0 0 0
"50252" "D" 4 0 0 0
"50253" "A" 4 1 0 0
"50254" "A" 4 1 0 0
"50255" "D" 4 1 0 0
"50256" "A" 4 2 0 0
"50257" "A" 4 2 0 0
"50258" "A" 4 2 0 0
"50259" "A" 4 2 0 0
"50260" "A" 4 2 0 0
"50261" "A" 4 2 0 0
"50262" "A" 4 2 0 0
"50263" "A" 4 2 0 0
"50264" "A" 4 1 0 0
"50265" "A" 5 2 0 0
"50266" "A" 9 2 0 0
"50267" "A" 1 0 0 0
"50268" "A" 1 0 0 0
"50269" "A" 1 0 0 0
"50270" "A" 1 0 0 0
"50271" "A" 1 0 0 0
"50272" "A" 1 0 0 0
"50273" "A" 1 0 0 0
"50274" "A" 2 0 0 0
"50275" "A" 2 0 0 0
"50276" "A" 2 0 0 0
"50277" "A" 2 0 0 0
"50278" "A" 2 0 0 0
"50279" "A" 2 0 0 0
"50280" "A" 2 0 0 0
"50281" "A" 2 0 0 0
"50282" "A" 2 0 0 0
"50283" "A" 2 0 0 0
"50284" "A" 2 0 0 0
"50285" "A" 2 0 0 0
"50286" "A" 2 0 0 0
"50287" "A" 2 0 0 0
"50288" "A" 2 0 0 0
"50289" "A" 2 0 0 0
"50290" "A" 2 0 0 0
"50291" "A" 2 0 0 0
"50292" "A" 2 0 0 0
"50293" "A" 1 0 0 0
"50294" "A" 2 0 0 0
"50295" "A" 2 0 0 0
"50296" "A" 2 0 0 0
"50297" "A" 2 0 0 0
"50298" "A" 2 0 0 0
"50299" "A" 2 0 0 0
"50300" "A" 2 0 1 0
"50301" "D" 2 0 0 0
"50302" "A" 2 0 0 0
"50303" "A" 2 0 0 0
"50304" "A" 2 0 0 0
"50305" "A" 2 0 0 0
"50306" "A" 2 0 0 0
"50307" "A" 2 0 0 0
"50308" "A" 3 0 0 0
"50309" "A" 3 0 0 0
"50310" "A" 3 0 0 0
"50311" "A" 3 0 0 0
"50312" "A" 3 0 0 0
"50313" "F" 3 0 2 0
"50314" "D" 3 1 0 0
"50315" "A" 3 1 0 0
"50316" "D" 3 1 0 0
"50317" "A" 3 1 0 0
"50318" "A" 3 1 0 0
"50319" "D" 3 1 0 0
"50320" "A" 3 1 0 0
"50321" "A" 3 1 1 0
"50322" "D" 3 1 0 0
"50323" "F" 3 1 2 0
"50324" "A" 3 1 0 0
"50325" "B" 3 2 0 0
"50326" "B" 3 2 0 0
"50327" "D" 3 2 0 0
"50328" "D" 3 2 0 0
"50329" "D" 4 2 0 0
"50330" "A" 5 2 0 0
"50331" "A" 1 0 0 0
"50332" "A" 1 0 0 0
"50333" "A" 1 0 0 0
"50334" "A" 1 0 0 0
"50335" "A" 1 0 0 0
"50336" "A" 1 0 0 0
"50337" "A" 1 0 0 0
"50338" "A" 1 0 0 0
"50339" "A" 1 0 0 0
"50340" "A" 1 0 0 0
"50341" "A" 1 0 0 0
"50342" "A" 1 0 0 0
"50343" "A" 1 0 0 0
"50344" "A" 1 0 0 0
"50345" "A" 1 0 0 0
"50346" "A" 1 0 0 0
"50347" "A" 1 0 0 0
"50348" "A" 1 0 0 0
"50349" "A" 1 0 0 0
"50350" "A" 1 0 0 0
"50351" "A" 1 0 0 0
"50352" "A" 1 0 0 0
"50353" "A" 1 0 0 0
"50354" "A" 2 0 0 0
"50355" "A" 2 0 0 0
"50356" "A" 2 0 0 0
"50357" "E" 2 0 0 0
"50358" "D" 2 0 0 0
"50359" "E" 2 0 0 0
"50360" "A" 2 0 0 0
"50361" "D" 2 0 0 0
"50362" "A" 2 0 0 0
"50363" "E" 2 0 2 0
"50364" "A" 2 1 0 0
"50365" "A" 2 1 0 0
"50366" "A" 2 1 0 0
"50367" "A" 2 1 0 0
"50368" "A" 2 1 0 0
"50369" "A" 2 1 0 0
"50370" "D" 2 1 0 0
"50371" "A" 2 1 0 0
"50372" "A" 2 1 0 0
"50373" "F" 2 1 2 0
"50374" "A" 2 1 0 0
"50375" "A" 2 1 0 1
"50376" "D" 2 1 0 0
"50377" "A" 2 1 0 0
"50378" "A" 2 1 0 1
"50379" "A" 2 1 0 0
"50380" "A" 2 1 0 0
"50381" "F" 2 1 2 0
"50382" "A" 2 1 0 0
"50383" "A" 2 1 0 0
"50384" "A" 2 1 0 0
"50385" "A" 2 1 0 0
"50386" "A" 2 1 0 0
"50387" "A" 2 1 0 0
"50388" "A" 2 2 0 0
"50389" "F" 2 2 2 0
"50390" "A" 2 2 0 0
"50391" "A" 2 2 0 0
"50392" "A" 2 2 0 0
"50393" "A" 3 2 1 0
"50394" "D" 3 2 0 0
"50395" "D" 3 2 0 0
"50396" "A" 3 2 0 0
"50397" "D" 3 2 0 0
"50398" "A" 4 2 0 0
"50399" "A" 4 2 0 0
"50400" "A" 4 2 1 0
"50401" "F" 4 2 2 0
"50402" "A" 4 2 0 0
"50403" "A" 4 2 1 0
"50404" "A" 7 2 0 0
"50405" "D" 1 0 0 0
"50406" "A" 1 0 0 0
"50407" "A" 1 0 0 0
"50408" "D" 1 0 0 0
"50409" "A" 1 0 0 0
"50410" "A" 1 0 0 0
"50411" "D" 1 1 0 0
"50412" "A" 1 1 0 0
"50413" "D" 1 1 0 0
"50414" "D" 1 1 0 0
"50415" "A" 1 1 1 0
"50416" "A" 1 1 0 0
"50417" "D" 1 1 0 0
"50418" "D" 1 1 0 0
"50419" "A" 1 1 0 0
"50420" "A" 1 1 0 0
"50421" "A" 1 1 0 0
"50422" "D" 1 1 0 0
"50423" "A" 1 1 0 0
"50424" "D" 1 1 0 0
"50425" "A" 1 2 0 0
"50426" "D" 1 2 0 0
"50427" "A" 1 2 0 0
"50428" "F" 1 2 2 0
"50429" "A" 1 2 0 0
"50430" "A" 1 2 0 0
"50431" "D" 1 2 0 0
"50432" "A" 2 2 0 0
"50433" "D" 2 2 0 0
"50434" "A" 2 2 0 0
"50435" "A" 3 2 0 0
"50436" "A" 3 2 0 0
"50437" "A" 3 2 0 0
"50438" "D" 4 2 0 0
"50439" "A" 5 2 0 0
"50440" "D" 5 2 0 0
"50441" "D" 4 2 0 0
"50442" "A" 5 2 0 0
"50443" "E" 5 2 0 0
"50444" "A" 6 2 1 0
"50445" "A" 0 1 0 0
"50446" "A" 0 2 0 0
"50447" "D" 0 2 0 0
"50448" "A" 0 2 0 0
"50449" "A" 1 2 0 0
"50450" "A" 1 2 0 0
"50451" "A" 1 2 0 0
"50452" "D" 1 2 0 0
"50453" "D" 1 2 0 0
"50454" "A" 1 2 0 0
"50455" "A" 1 2 0 0
"50456" "D" 2 2 0 0
"50457" "D" 2 2 0 0
"50458" "D" 2 2 0 0
"50459" "D" 2 2 0 0
"50460" "A" 2 2 0 0
"50461" "A" 2 2 0 0
"50462" "A" 2 2 0 0
"50463" "A" 2 2 1 0
"50464" "D" 3 2 0 0
"50465" "D" 3 2 0 0
"50466" "A" 4 2 0 0
"50467" "F" 5 2 2 0
"50468" "D" 5 2 0 1
"50469" "D" 6 4 0 0
"50470" "A" 0 1 0 0
"50471" "A" 0 1 0 0
"50472" "A" 0 1 0 0
"50473" "A" 0 1 0 0
"50474" "A" 1 1 0 0
"50475" "A" 1 1 0 0
"50476" "A" 1 1 0 0
"50477" "A" 1 1 1 0
"50478" "A" 1 1 0 0
"50479" "A" 1 1 0 0
"50480" "A" 2 1 0 0
"50481" "A" 2 1 0 0
"50482" "A" 2 1 0 0
"50483" "A" 2 1 0 0
"50484" "A" 2 1 0 0
"50485" "A" 2 1 0 0
"50486" "D" 2 1 0 0
"50487" "A" 2 1 0 0
"50488" "A" 2 1 0 0
"50489" "D" 2 1 0 0
"50490" "A" 2 1 0 0
"50491" "A" 2 1 0 0
"50492" "D" 2 1 0 0
"50493" "A" 2 1 0 0
"50494" "A" 2 1 0 0
"50495" "A" 2 1 0 0
"50496" "A" 2 1 0 0
"50497" "A" 2 1 0 0
"50498" "A" 2 1 0 0
"50499" "A" 2 1 0 0
"50500" "A" 2 1 0 0
"50501" "A" 2 1 0 0
"50502" "A" 2 1 0 0
"50503" "A" 2 1 0 0
"50504" "A" 2 1 0 0
"50505" "A" 2 1 0 0
"50506" "A" 2 1 0 0
"50507" "A" 2 1 0 0
"50508" "A" 2 1 0 0
"50509" "A" 2 1 0 0
"50510" "A" 2 1 0 0
"50511" "A" 2 1 0 0
"50512" "A" 2 1 0 0
"50513" "A" 2 1 0 0
"50514" "D" 3 1 0 0
"50515" "A" 3 1 0 0
"50516" "A" 3 1 0 0
"50517" "A" 3 1 0 0
"50518" "A" 3 1 0 0
"50519" "A" 3 1 0 0
"50520" "A" 3 1 0 0
"50521" "A" 3 1 0 0
"50522" "A" 3 1 0 0
"50523" "A" 3 1 0 0
"50524" "D" 3 1 0 0
"50525" "A" 3 1 0 0
"50526" "F" 4 1 2 0
"50527" "A" 4 1 0 0
"50528" "A" 4 1 0 0
"50529" "A" 4 1 0 0
"50530" "A" 2 0 0 0
"50531" "D" 2 0 0 0
"50532" "A" 2 0 0 0
"50533" "D" 2 0 0 0
"50534" "D" 3 0 0 0
"50535" "A" 3 0 0 0
"50536" "A" 3 0 0 0
"50537" "A" 3 0 0 0
"50538" "A" 3 0 0 0
"50539" "A" 3 0 0 0
"50540" "A" 4 0 0 0
"50541" "A" 4 0 0 0
"50542" "A" 4 0 0 0
"50543" "A" 4 0 0 0
"50544" "A" 4 0 0 0
"50545" "A" 4 0 0 0
"50546" "D" 5 2 0 0
"50547" "D" 1 0 0 0
"50548" "A" 3 0 0 0
"50549" "A" 3 0 0 0
"50550" "F" 3 0 2 0
"50551" "A" 3 0 0 0
"50552" "A" 3 0 0 0
"50553" "A" 3 0 0 0
"50554" "A" 3 0 0 0
"50555" "A" 4 0 0 0
"50556" "A" 4 0 0 0
"50557" "A" 4 0 0 0
"50558" "A" 4 0 0 0
"50559" "A" 4 0 0 0
"50560" "A" 4 0 0 0
"50561" "A" 4 0 0 0
"50562" "A" 4 0 0 0
"50563" "A" 4 0 1 0
"50564" "A" 4 0 0 0
"50565" "A" 4 0 0 0
"50566" "A" 4 0 0 0
"50567" "A" 4 0 0 0
"50568" "A" 4 0 0 0
"50569" "A" 4 0 0 0
"50570" "A" 4 0 0 0
"50571" "A" 4 0 0 0
"50572" "A" 4 0 0 0
"50573" "A" 4 0 0 0
"50574" "D" 4 0 0 0
"50575" "D" 4 0 0 0
"50576" "D" 4 0 0 0
"50577" "A" 4 1 0 0
"50578" "A" 4 2 0 0
"50579" "A" 1 0 0 0
"50580" "A" 3 0 0 0
"50581" "A" 3 0 0 0
"50582" "A" 3 0 0 0
"50583" "A" 3 0 0 0
"50584" "A" 3 0 0 0
"50585" "A" 3 0 0 0
"50586" "A" 3 0 0 0
"50587" "A" 1 0 0 0
"50588" "A" 3 0 0 0
"50589" "A" 3 0 0 0
"50590" "A" 3 0 0 0
"50591" "A" 3 0 0 0
"50592" "A" 3 0 0 0
"50593" "E" 3 0 0 0
"50594" "A" 3 0 0 0
"50595" "A" 3 0 0 0
"50596" "B" 3 0 0 0
"50597" "A" 3 0 0 0
"50598" "A" 3 0 0 0
"50599" "A" 3 0 0 0
"50600" "A" 3 0 0 0
"50601" "A" 3 0 0 0
"50602" "A" 3 0 0 0
"50603" "A" 3 0 0 0
"50604" "A" 3 0 0 0
"50605" "A" 3 0 0 0
"50606" "A" 3 0 0 0
"50607" "A" 3 0 0 0
"50608" "A" 3 0 0 0
"50609" "A" 3 0 0 0
"50610" "A" 3 0 0 0
"50611" "A" 3 0 0 0
"50612" "B" 3 0 1 0
"50613" "A" 3 0 0 0
"50614" "A" 3 0 0 0
"50615" "A" 3 0 0 0
"50616" "A" 3 0 0 0
"50617" "A" 3 0 0 0
"50618" "D" 3 0 0 0
"50619" "A" 3 0 0 0
"50620" "D" 1 0 0 0
"50621" "A" 2 0 0 0
"50622" "A" 2 0 0 0
"50623" "A" 2 0 0 0
"50624" "A" 2 0 0 0
"50625" "A" 2 0 0 0
"50626" "A" 2 0 0 0
"50627" "A" 2 0 0 0
"50628" "A" 2 0 0 0
"50629" "A" 2 0 0 0
"50630" "A" 2 0 0 0
"50631" "A" 2 0 0 0
"50632" "A" 2 0 0 0
"50633" "A" 2 0 0 0
"50634" "A" 2 0 0 0
"50635" "A" 2 0 0 0
"50636" "A" 2 0 0 0
"50637" "A" 2 0 0 0
"50638" "A" 2 0 0 0
"50639" "A" 2 0 0 0
"50640" "A" 2 0 0 0
"50641" "A" 2 0 0 0
"50642" "A" 2 0 0 0
"50643" "A" 2 0 0 0
"50644" "A" 2 0 0 0
"50645" "A" 2 0 0 0
"50646" "A" 2 0 0 0
"50647" "A" 2 0 0 0
"50648" "A" 2 0 0 0
"50649" "A" 2 0 0 0
"50650" "A" 2 0 0 0
"50651" "A" 2 0 0 0
"50652" "A" 3 0 0 0
"50653" "A" 3 0 0 0
"50654" "A" 3 0 0 0
"50655" "A" 3 0 0 0
"50656" "A" 3 0 0 0
"50657" "A" 3 0 0 0
"50658" "D" 3 0 0 0
"50659" "A" 3 0 0 0
"50660" "A" 3 0 0 0
"50661" "A" 3 0 0 0
"50662" "A" 3 0 0 0
"50663" "A" 3 0 0 0
"50664" "A" 3 0 0 0
"50665" "A" 3 0 0 0
"50666" "D" 3 0 0 0
"50667" "A" 3 0 0 0
"50668" "A" 3 0 0 0
"50669" "A" 3 0 0 0
"50670" "A" 3 0 0 0
"50671" "A" 3 0 0 0
"50672" "A" 3 0 0 0
"50673" "A" 3 0 0 0
"50674" "A" 3 0 0 0
"50675" "A" 3 0 0 0
"50676" "A" 3 0 0 0
"50677" "E" 3 0 0 0
"50678" "A" 3 0 0 0
"50679" "A" 3 0 0 0
"50680" "A" 3 0 0 0
"50681" "A" 3 0 0 0
"50682" "A" 3 0 0 0
"50683" "A" 3 0 0 0
"50684" "A" 3 0 0 0
"50685" "D" 3 0 0 0
"50686" "A" 3 0 1 0
"50687" "A" 3 0 0 0
"50688" "A" 3 0 0 0
"50689" "A" 3 0 0 0
"50690" "A" 3 0 0 0
"50691" "D" 3 0 0 0
"50692" "A" 3 0 0 0
"50693" "A" 3 0 0 0
"50694" "A" 3 0 0 0
"50695" "A" 3 0 0 0
"50696" "A" 3 0 0 0
"50697" "A" 3 1 0 0
"50698" "D" 3 1 0 0
"50699" "A" 3 1 0 0
"50700" "A" 3 1 0 0
"50701" "A" 3 2 0 0
"50702" "E" 4 2 0 0
"50703" "E" 4 2 0 0
"50704" "A" 5 2 0 1
"50705" "A" 1 0 0 0
"50706" "A" 1 0 0 0
"50707" "F" 1 0 2 0
"50708" "A" 2 0 0 0
"50709" "D" 2 0 0 0
"50710" "A" 2 0 0 0
"50711" "D" 2 0 1 0
"50712" "F" 2 0 2 0
"50713" "D" 2 0 0 0
"50714" "D" 2 0 0 0
"50715" "A" 2 0 0 0
"50716" "A" 2 0 0 0
"50717" "F" 2 0 2 0
"50718" "A" 2 0 0 0
"50719" "D" 2 0 0 0
"50720" "A" 2 0 0 0
"50721" "A" 2 0 0 0
"50722" "A" 2 0 0 0
"50723" "A" 2 0 0 0
"50724" "A" 2 0 0 0
"50725" "A" 2 0 0 0
"50726" "A" 2 0 0 0
"50727" "D" 2 0 0 0
"50728" "A" 2 0 0 0
"50729" "A" 2 0 0 0
"50730" "D" 2 0 0 0
"50731" "D" 2 1 0 0
"50732" "D" 2 1 0 0
"50733" "D" 2 1 0 0
"50734" "F" 2 1 2 0
"50735" "D" 2 1 0 0
"50736" "D" 2 1 0 0
"50737" "A" 2 1 0 0
"50738" "A" 2 2 1 0
"50739" "A" 2 2 0 0
"50740" "A" 3 2 0 0
"50741" "A" 3 2 1 0
"50742" "A" 3 2 0 0
"50743" "D" 1 0 0 0
"50744" "A" 1 0 0 0
"50745" "A" 1 0 0 0
"50746" "A" 1 0 1 0
"50747" "A" 1 0 0 0
"50748" "A" 1 0 0 0
"50749" "A" 1 0 0 0
"50750" "F" 1 0 2 0
"50751" "A" 1 0 0 0
"50752" "A" 1 0 0 0
"50753" "A" 1 0 0 0
"50754" "A" 1 0 0 0
"50755" "A" 1 0 0 0
"50756" "A" 1 0 0 0
"50757" "A" 1 0 0 0
"50758" "A" 1 0 0 0
"50759" "A" 1 0 0 0
"50760" "A" 1 0 0 0
"50761" "A" 1 1 0 0
"50762" "A" 1 1 0 0
"50763" "A" 1 2 0 0
"50764" "A" 1 2 0 0
"50765" "A" 1 2 1 0
"50766" "A" 1 2 0 0
"50767" "A" 1 2 0 0
"50768" "D" 1 2 0 0
"50769" "A" 1 2 0 0
"50770" "D" 1 2 0 0
"50771" "A" 1 1 0 0
"50772" "A" 1 1 0 0
"50773" "D" 1 1 0 0
"50774" "D" 1 1 0 0
"50775" "D" 1 2 0 0
"50776" "A" 1 2 0 0
"50777" "D" 2 2 0 0
"50778" "A" 2 2 0 0
"50779" "F" 2 2 2 0
"50780" "A" 2 2 0 0
"50781" "D" 3 2 0 0
"50782" "F" 4 2 0 0
"50783" "A" 4 2 0 0
"50784" "F" 5 2 2 0
"50785" "F" 5 2 2 0
"50786" "A" 5 2 0 0
"50787" "A" 5 2 0 0
"50788" "A" 5 2 0 0
"50789" "A" 3 2 0 0
"50790" "A" 4 2 1 0
"50791" "A" 0 1 0 0
"50792" "D" 0 2 1 0
"50793" "A" 0 2 0 0
"50794" "A" 1 2 0 0
"50795" "A" 1 2 0 0
"50796" "A" 1 2 0 0
"50797" "A" 1 2 0 0
"50798" "D" 1 2 0 0
"50799" "A" 1 2 0 0
"50800" "A" 2 2 0 0
"50801" "A" 2 2 0 0
"50802" "A" 2 2 0 0
"50803" "D" 3 2 0 0
"50804" "A" 3 2 0 0
"50805" "A" 3 2 1 0
"50806" "D" 3 2 0 0
"50807" "D" 4 2 0 0
"50808" "A" 5 2 0 0
"50809" "F" 0 1 0 0
"50810" "A" 0 1 0 0
"50811" "A" 1 1 0 0
"50812" "A" 1 1 0 0
"50813" "A" 1 1 0 0
"50814" "A" 1 1 0 0
"50815" "A" 2 1 0 0
"50816" "A" 2 1 0 0
"50817" "A" 2 1 0 0
"50818" "A" 2 1 0 0
"50819" "D" 2 1 0 0
"50820" "A" 2 1 0 0
"50821" "A" 2 1 0 0
"50822" "A" 3 1 0 0
"50823" "A" 3 1 0 0
"50824" "A" 3 1 0 0
"50825" "D" 3 1 0 0
"50826" "D" 3 1 0 0
"50827" "A" 3 1 0 0
"50828" "A" 3 1 1 0
"50829" "D" 3 1 0 0
"50830" "A" 3 1 0 0
"50831" "A" 3 1 0 0
"50832" "A" 3 1 0 0
"50833" "A" 4 1 0 0
"50834" "A" 4 1 1 0
"50835" "A" 4 1 0 0
"50836" "A" 4 1 0 0
"50837" "A" 4 1 0 0
"50838" "A" 4 1 0 0
"50839" "A" 4 1 0 0
"50840" "D" 5 1 0 0
"50841" "D" 5 1 0 0
"50842" "A" 4 1 0 0
"50843" "E" 10 3 0 0
"50844" "A" 10 5 0 0
"50845" "A" 10 5 0 0
"50846" "A" 1 0 0 0
"50847" "A" 2 0 0 0
